word	zone	item	nItem	meanItemRT	sdItemRT	gmeanItemRT	gsdItemRT
girl	694	3	90	329.1222222222222	116.88531090397375	311.489003759923	1.3887073002762487
girl	745	3	91	317.94505494505495	114.53678328499855	300.20798580270576	1.3997075383380952
girl	773	3	91	284.05494505494505	86.37494012055974	271.98984144696954	1.342663827861782
girl	798	3	91	329.3296703296703	122.49789612207448	310.3205216449947	1.4024011740503455
girl	834	3	91	305.43956043956047	106.80305954743773	290.13411889120187	1.370645563364706
girl	851	3	90	315.9222222222222	94.67154666432376	302.46037333240025	1.3483300973975467
girl	892	3	90	303.5777777777778	186.0526672913941	279.3726324250962	1.4348358469817366
girl	919	3	90	293.35555555555555	91.9509286706543	280.37336358790895	1.3495608641521426
girl	973	3	90	323.1222222222222	189.8821531500364	297.98767156196607	1.4299233674835188
girl	1011	3	90	292.5444444444444	94.46682565093576	280.09832684784027	1.3339922371666604
girl,	351	3	88	357.28409090909093	197.3117580351819	326.10121537519416	1.484815773885823
girl,	994	3	91	343.94505494505495	159.98182970695714	317.49081475707874	1.4677639982774264
girl!	198	3	92	388.07608695652175	132.80128373003026	364.41343697955017	1.4426731150266787
girl.	726	3	89	318.8314606741573	100.08317404165037	304.0524609712406	1.363253601261078
girl's	430	3	91	335	146.47957764366564	316.68926486680886	1.3650166618185644
girls	167	6	83	303.95180722891564	116.97278228491693	286.525444889583	1.3959378393068536
girls	399	5	93	276.7741935483871	84.59958487824174	265.50734410506766	1.329763577639225
girls,	568	7	73	315.75342465753425	105.48970208059774	299.8136959226713	1.3815175659402557
give	661	5	93	292.0537634408602	87.45251700350182	279.8438672050984	1.3403876052686972
given	64	3	93	364.6989247311828	222.3076493895162	331.3713446375176	1.492176327275054
given	188	4	88	366.1363636363636	142.13116670014503	342.5498538001921	1.4349612415366817
given	211	3	91	325.97802197802196	81.45482429229347	315.22836717431784	1.3080581997035388
given	234	3	92	363.42391304347825	180.17636254427123	336.95799083935935	1.4358592906818664
given	243	7	74	311.8378378378378	105.20092022971482	297.16615694832103	1.3571252340421605
given	717	5	94	319.36170212765956	122.27651117106825	301.30884635074136	1.3922715255202291
given,'	861	1	83	357.4096385542169	240.7687401790954	317.6455954062756	1.5603553883029009
given.	264	4	88	364.54545454545456	224.38636163868375	329.81936732567544	1.5042876617303036
giving	366	6	83	325.95180722891564	133.1699724095944	303.8330306665671	1.4497258503353898
giving	1044	6	78	315.2692307692308	102.16699762934901	300.40132587906123	1.3620993362604397
glass	121	6	83	365.3975903614458	158.9182900768571	333.5866845359482	1.5425602693555298
glass,'	845	6	81	327.34567901234567	145.1755971654523	305.3029749302113	1.4250388752858236
glasses	783	6	81	325.6666666666667	267.46069804739534	292.5093962880843	1.4660766345275258
glory	1030	3	93	321.6989247311828	116.40463394203452	303.86462085202453	1.3955546476272627
glowed	855	3	90	332.05555555555554	136.34402630153934	308.7530390861035	1.462653175895869
go	91	1	87	344.7931034482759	178.99533175223826	316.4475360496118	1.4715452616988731
go	203	1	85	309.56470588235294	108.28846474412059	293.12280573649673	1.3879130087709204
go	361	3	91	326.5054945054945	107.14490433534635	311.03125995597753	1.366671510804002
go	367	2	92	303.1630434782609	106.51536309495846	287.337551538612	1.380368337264387
go	385	5	94	317.8829787234043	146.18142037943838	295.87915078170363	1.4257941716087872
go	470	10	71	320.8169014084507	108.13818010293984	303.8933012097016	1.3963922099652424
go	601	6	82	311.8780487804878	93.57170489330397	299.43955083007495	1.3271155597150914
go	639	4	88	341.34090909090907	135.16349285758676	319.24041202287975	1.4321322131985725
go	727	7	73	293.73972602739724	115.33947808742442	278.58195939684174	1.3601165824906287
go	746	5	93	296.494623655914	93.6717933109273	282.6578319282378	1.3664466145371015
go	826	3	91	318.46153846153845	171.0509545715225	293.20554023338	1.4540308253627514
gobbled	260	6	83	349.855421686747	116.27974390321842	330.95766959177746	1.4052778496847405
going	67	7	76	321.89473684210526	116.4973909804986	303.7152338948975	1.4043100917365405
going	164	5	94	317.13829787234044	94.36255876138766	303.7621142406173	1.3436695954073152
going	210	5	94	305.1808510638298	86.27612121404749	294.09095611481615	1.312184800282791
going	215	5	93	305.9139784946237	116.49749539330264	288.91027981561837	1.3884654280815047
going	257	6	84	319	99.83950976864507	304.4491320976178	1.3587088809398347
going	274	5	94	295.97872340425533	83.88983799473502	284.6254341603948	1.3262682121103908
going	821	7	73	271.7808219178082	75.54969787706017	263.0194189522187	1.284741416811196
golden	632	2	90	323.1	151.45155713066598	299.31457693074304	1.4464483282657452
Golden	9	9	83	391.0722891566265	282.34906536156535	343.87053049857815	1.5838759584598536
Golden	295	9	80	349.425	116.2986960754967	331.4307200337349	1.387640964058546
gone	381	3	91	326.2637362637363	99.5919268442573	313.1440570998067	1.3294995956331979
gone	571	1	84	285.6190476190476	92.66833003703653	272.7972220489681	1.347268600965223
gone	778	6	81	311.74074074074076	207.63482233104457	285.07666565149316	1.4385105652630754
gonna	981	5	94	285.1595744680851	79.48521241945171	274.9287108311732	1.3093377023994646
good	89	5	94	349.98936170212767	142.547973036422	325.29958602862223	1.4601572306179778
good	424	1	83	350.9759036144578	229.70097082435058	310.3652090546069	1.5683973825250273
good	606	1	85	299.5529411764706	122.10636521398182	282.4587196298539	1.382831681874164
good	732	5	93	326.03225806451616	108.50891083554053	310.0441860418847	1.3711944695592035
good	793	2	92	308.4130434782609	111.77392333584876	290.5457635637199	1.408905259686232
good	997	3	91	320.8241758241758	124.70601815706796	299.66910646024985	1.4452650753101923
Good	208	3	92	497.2173913043478	369.83081448490793	413.7223564478483	1.7772357902514961
good.	448	3	90	421.31111111111113	262.039179009228	361.21603842628184	1.7020382971578272
goose	306	3	91	338.5054945054945	135.1761298476402	317.7318901950967	1.4155976439027502
goose	677	4	87	444.7701149425287	357.0309641040345	373.14857113623015	1.7316235297137337
got	9	6	85	356.0705882352941	200.7081978202906	326.6341585298633	1.4597088975541774
got	44	6	83	354.04819277108436	201.76313712566943	318.78457588630454	1.5371724214834315
got	56	6	83	327.7469879518072	124.9224972780435	308.02674179865767	1.4150930135432132
got	185	5	95	348.22105263157897	278.4409551583934	311.7949909414008	1.4919843845512142
got	297	7	75	305.5733333333333	97.14090814912136	292.9552202544318	1.329350442943323
got	324	5	94	319.70212765957444	267.112188173234	285.79782447902056	1.4766477355439378
got	606	6	83	318.0843373493976	160.1673823268826	292.8315975363958	1.4591841465144313
got	833	5	93	286.03225806451616	93.74531311332468	273.4125000791433	1.3394903203896336
got	842	6	80	297.85	112.3744982106762	281.37572705211795	1.386050369261122
government	445	8	72	308.44444444444446	98.38955184552405	293.8218529127726	1.367653143310824
government	767	8	69	343.05797101449275	129.04478065179444	321.48769712697833	1.4337224707245442
government	786	9	76	330.2236842105263	114.65991437687491	312.51106285105413	1.3920363045213857
grand,	319	2	91	370.14285714285717	194.66835452627686	331.1212570821155	1.5802240765848863
grandmother	232	3	92	371.7173913043478	123.96333435999288	353.09584327656006	1.3792251463723997
grandmother	788	3	90	329.72222222222223	113.7556051492471	312.74493387653905	1.380363161439943
grandmother	801	3	91	341.5274725274725	134.2088207615564	320.64064413247024	1.4177035584315496
grandmother	848	3	90	347.43333333333334	125.37826362158648	327.68181591404004	1.4083750841168636
grandmother	867	3	90	322.8333333333333	106.74660218785273	305.70998609862517	1.3976178643081083
grandmother	887	3	91	323.7032967032967	132.1057231921543	302.57473476180314	1.4333117656810814
grandmother,	731	3	90	377.53333333333336	166.80171906532038	349.7020760767416	1.4652244760350441
grandmother,	1036	3	94	357.1170212765957	134.61580986756576	332.4430150109681	1.4737918601898439
gravel.	129	6	83	401.2409638554217	319.60118403736243	341.5554153632973	1.6796663536972782
gravel.	156	6	83	386.50602409638554	208.97096154285595	345.03557625339454	1.5899432008536183
gray	456	2	91	342.54945054945057	198.4512402321909	309.6856390870306	1.5172487229120384
great	174	4	87	424.4022988505747	358.9501636643363	361.7591711755359	1.6424941005845684
great	175	1	87	358.3103448275862	158.25592390138107	330.2959238561205	1.4832521785931454
great	254	4	88	348.79545454545456	142.49486049137943	324.11468987220667	1.4607682462413427
great	604	2	92	328.6304347826087	250.88654751278685	294.08221568744335	1.5000958757938103
greater	664	9	77	315.8181818181818	114.39275916456556	300.4282030523268	1.357945699389335
greatly	452	9	77	405.97402597402595	302.1112105285061	357.50002271532674	1.565908736307616
green	1012	5	94	800.3510638297872	576.1335289417717	628.0853740169116	2.030132121743785
green.	378	5	93	444.6236559139785	395.8818970233886	370.09139756510154	1.701203807377929
grew	303	4	87	339.32183908045977	135.95241081305167	316.61286874836884	1.4427020539533189
grew	332	2	91	317.16483516483515	128.3332695875394	296.79907468501693	1.425246726721659
grew	360	2	92	296.92391304347825	120.03618810529386	278.7403730481903	1.4086953052844053
grew	497	9	77	345.2857142857143	171.14404960233267	318.6000177045242	1.4584018466282787
grew	896	2	87	302.01149425287355	112.725793488042	284.541114859795	1.4063044380875727
grimacing	346	10	72	394.81944444444446	149.82443494546962	367.78762133874795	1.4687022110760732
grimacing,	304	10	72	472.94444444444446	333.95255161364537	391.5992852286961	1.8114871593031106
grinding	623	2	91	335.9120879120879	132.36696871884016	314.45548504094216	1.4339661482202088
grinned	517	5	94	350.63829787234044	171.48045131783502	324.1198744999347	1.450679362034799
ground	621	3	91	312.2637362637363	104.35929763879692	297.1294575727441	1.3668955999465375
ground,	505	2	91	334.6703296703297	256.6379661418895	299.00436212057724	1.506111915152032
ground,	704	4	88	326.75	120.31006397742823	307.985664620909	1.4056828232910068
Group	161	8	73	358.0821917808219	130.46495415166498	337.85920593006057	1.4041948086919154
groups:	205	9	77	440.4805194805195	248.47702479778323	382.10822436937235	1.6951204669571145
groups.	292	10	73	347.1917808219178	149.91040449532278	320.06556493566467	1.4875924295477663
groups.	339	10	73	345.5068493150685	132.07785196698606	322.75737752429063	1.4494603263633326
grow	33	6	84	356.07142857142856	176.7978074411753	326.7668756122886	1.4846300434232715
grow	180	9	79	332.43037974683546	115.73806451664495	313.93832809535684	1.4061062537802744
grow	263	9	79	348.3544303797468	142.80056363232546	326.2942134894231	1.4152953487005187
grow	368	9	77	355.46753246753246	144.37329032166875	332.1784407727783	1.4309929688300504
growers	297	9	79	387.69620253164555	133.22685053450402	365.5779737989255	1.4164556797832517
growers	501	9	77	352.3636363636364	139.14550403037114	329.7548411247584	1.431654401916559
growers'	316	9	76	380.30263157894734	137.05687575960008	356.34066799863785	1.4436310571112223
grown	244	6	84	313.8333333333333	106.97695206488345	297.2983044240655	1.388791169570794
grown	1062	6	80	323.2875	132.18496761945727	303.5885219778869	1.4050021110574622
grown	1087	6	82	301.0365853658537	110.40760006068102	284.7720849443309	1.3817100475123074
grows	395	9	77	344.2857142857143	105.89802159362378	329.1135458441861	1.3524787208678746
grunting	325	10	73	400.6849315068493	217.63934723351693	359.98394741869106	1.5610029006591393
guard	840	4	86	314.59302325581393	103.76822339255166	299.54592731611774	1.3639186436617639
guarded	904	4	87	326.08045977011494	178.55487192501425	296.7650886858329	1.5028891643483429
guile	443	4	89	392.80898876404495	214.96441969885572	352.4015559692303	1.5630060214712
guilty,	203	7	76	385.89473684210526	197.9846848586943	351.3565768605425	1.5166902001048768
guilty,	1013	6	81	400.81481481481484	298.5470277490262	345.65151708594664	1.6445138871380098
gurgling	972	2	91	319.3296703296703	136.59925613471245	295.9685349174508	1.4645546849460187
guy	17	5	97	358.0103092783505	151.69538383202377	331.77641708192294	1.467386800152378
guy	112	5	95	338.61052631578946	112.69062287414422	321.0862091849214	1.387442215326879
ha!'	947	6	82	330.890243902439	136.97553229264471	306.15330442167374	1.476537709281815
had	16	7	75	385.0133333333333	249.6977358313033	341.74251025237015	1.5743336988212457
had	18	5	97	352.10309278350513	264.9447066738676	313.24417661783	1.5199434320748544
had	45	5	94	301.27659574468083	107.99685422094372	284.24426107044593	1.4021185744103513
had	54	3	91	349.38461538461536	165.39950082087574	322.7574824568251	1.461966107913502
had	62	3	91	361.31868131868134	146.90320918670523	335.65705681801273	1.4611348780547886
had	62	5	95	369.0842105263158	164.68794883876953	337.61423064741155	1.5200457457595358
had	67	5	94	323.9148936170213	114.84488459539894	305.8434260549446	1.3996940174926473
had	75	7	75	354.6533333333333	164.0414823388521	323.54735799212864	1.5223859294224658
had	96	3	93	378.8279569892473	144.14837039721274	354.39444941686793	1.4447101863481646
had	107	6	83	337.2289156626506	144.23340884434043	312.5242778248987	1.4639477911713559
had	112	4	87	340.7931034482759	122.61995910327641	321.4247239851168	1.4054672780672357
had	112	7	75	364.0933333333333	160.8582701108745	337.5204358647128	1.4570164706946127
had	116	9	80	380.2125	133.70993484859378	359.76892598021186	1.390413364499816
had	149	2	91	376.967032967033	143.31468487597112	353.98098851475527	1.4219845300266687
had	152	4	88	321.25	96.56065332274292	308.3281850478918	1.329851105457018
had	162	8	74	341.7027027027027	124.94642465349388	322.3036366528424	1.3996770388919832
had	179	3	91	362.95604395604397	152.06883763523473	342.1904451047433	1.3841965433896641
had	196	8	75	326.1333333333333	100.84177241135274	310.8417753453902	1.371191363180417
had	206	7	75	347.50666666666666	224.5168610614822	314.5900176362534	1.4937550701944826
had	210	3	91	367.45054945054943	138.42818143846802	348.7608961091382	1.3686117089625733
had	218	3	92	339.2826086956522	163.6009166050088	316.84730748093153	1.407836166255825
had	221	2	92	346.0869565217391	172.97078786422787	320.88627206612495	1.4436085842870388
had	223	1	86	353.8720930232558	243.82779827582894	314.53501211652235	1.5436903555781274
had	233	3	91	343.4065934065934	90.86595475656289	331.91099376595525	1.3013205212633263
had	243	6	83	327.6144578313253	129.05971687606205	306.94827942316107	1.4252235322112579
had	261	7	75	321.0133333333333	113.66278876373546	305.10124465595806	1.36307664398195
had	269	1	86	321.0348837209302	132.97186324884177	300.74219708429837	1.416769799120569
had	270	7	76	297.2236842105263	94.64566884743827	284.22142535782575	1.3470609124415365
had	288	2	92	348.14130434782606	141.40298437263897	325.7570167937589	1.428467452244547
had	296	7	76	312.9605263157895	160.1757735147629	290.7192184005244	1.4224499804799766
had	307	7	76	301.9736842105263	103.6819461859792	287.3616360785938	1.363692974227918
had	312	8	74	341.4189189189189	168.38703027828046	316.08475336904945	1.444416700370628
had	334	3	90	327.4	108.08827021144971	311.65659548257776	1.3660999821215847
had	355	5	93	332.13978494623655	154.6696754656481	307.5332031840866	1.4507637970925489
had	356	3	91	345.6043956043956	130.4821723983676	324.4450657358336	1.4220313606538793
had	357	6	83	337.7469879518072	180.69998335561453	312.0584288122097	1.4316616821888053
had	363	8	76	331.7631578947368	147.02651628610423	307.7197181483736	1.456272571805981
had	365	3	91	329.15384615384613	161.41306040211265	304.11903870627816	1.4568166173783155
had	365	5	94	321.86170212765956	101.17605236055199	307.30638597836503	1.3568246014489016
had	371	3	91	325.1208791208791	115.71678406685056	307.6073838576278	1.391779398343884
had	380	3	91	345	135.53171010669217	325.543814607875	1.3842740409269672
had	403	3	91	314.94505494505495	101.1185621642417	301.08762732179065	1.3452598279027181
had	403	5	92	289.9130434782609	124.05481349417688	273.96729642440647	1.370685116032953
had	416	7	74	330.93243243243245	133.3002924783893	310.69281209319684	1.409234386987479
had	421	3	91	297.1098901098901	93.54992137884345	284.72002939947697	1.332757681728019
had	432	8	72	326.7638888888889	123.1210892629011	310.50631882039653	1.3573639145335497
had	436	4	87	341.35632183908046	150.14380525376748	315.8823208863106	1.4639152023073057
had	439	8	72	312.93055555555554	108.51771146267073	296.62215327188085	1.3829381753195287
had	445	7	75	305.3333333333333	104.44801284556537	289.71618348896106	1.3810688461775624
had	447	6	82	322.1463414634146	127.54482358561987	301.23870080476337	1.4311310561842643
had	453	1	83	344.0722891566265	157.90710321937667	318.16730500935654	1.45799428789362
had	459	4	87	312.7816091954023	119.0762336710704	295.01615209494423	1.3944655197120999
had	485	7	75	307.9866666666667	120.2228216556526	289.4636522370253	1.4092012376403504
had	486	3	90	313.6	124.99490326687975	297.9382524240321	1.3541983413169096
had	490	6	81	304.5432098765432	99.65164943224924	290.58787772364445	1.3517701481762927
had	502	4	88	306.5681818181818	110.80632326188402	290.64200323122446	1.37647431246732
had	512	4	88	331.6931818181818	164.64230528211831	304.65969663468564	1.4760422697614637
had	513	7	75	305.9866666666667	132.0359792625473	285.1211884582171	1.4369212176205313
had	515	6	82	326.5365853658537	171.11660850634823	300.98185056173827	1.44851433697969
had	525	7	73	289.83561643835617	89.82374928755235	278.07724190425495	1.326318997249336
had	542	7	75	310.68	108.07857001874747	295.3684344205768	1.3659732066139643
had	550	5	94	321.6063829787234	115.08783163774335	304.08311218309865	1.3908752894386236
had	555	5	94	314.25531914893617	140.3948300498838	292.82268950213535	1.4289957179133101
had	558	7	75	315.46666666666664	159.75702271357684	291.31260157305974	1.4452078305685625
had	568	1	84	295.14285714285717	113.48171583071417	278.2531766228318	1.392073179437553
had	570	7	73	307.7945205479452	101.95654832984674	294.04776730973316	1.3432016828056097
had	581	7	72	302.7916666666667	108.62040602775251	288.05170057323437	1.3545737817985297
had	597	7	74	324.64864864864865	166.27213478622332	301.6024821156054	1.4209711284639004
had	604	7	75	284.96	90.74011598322237	272.8163952365038	1.3372925616618077
had	615	6	83	314.6385542168675	130.7722446043495	295.56323096256864	1.3943887165003204
had	621	7	74	287.1081081081081	110.1836036291266	272.1899170508241	1.3641429392808355
had	633	10	71	317.9154929577465	133.62984551993648	297.9194381255078	1.4122626097386626
had	682	8	72	343.30555555555554	145.7720233295899	318.19590517037165	1.466771218464751
had	687	8	71	312.92957746478874	119.3877624673558	294.66951428336876	1.4011571256770865
had	687	9	78	318.61538461538464	266.0528817061297	285.04165020355475	1.4709562941470968
had	697	5	93	306.3440860215054	153.82241982118435	284.3329642664808	1.4263693117080152
had	716	5	93	318.86021505376345	115.24742677480535	301.587621832241	1.3874059795014835
had	723	6	83	297.7469879518072	156.13274866033572	277.3149886276882	1.402186612834209
had	735	3	90	291.1222222222222	95.27285803497398	278.65768789292065	1.3382108796516423
had	739	1	84	314.1309523809524	93.59883375881213	301.7608487040345	1.3250633752769323
had	747	2	91	344.6703296703297	206.93971505113674	310.08062290158756	1.519438510712938
had	752	3	91	290.3296703296703	85.97287103694138	278.4719190654306	1.3359059488956972
had	757	4	87	332.11494252873564	123.30227796301557	312.11114258290854	1.4197186783847513
had	777	6	82	325.4512195121951	136.67562323307234	304.8205087786517	1.416360343077745
had	797	9	77	282.31168831168833	74.78605621164311	272.98395868696093	1.296794482891039
had	814	5	91	342.7032967032967	143.3425186595996	319.2993282758842	1.4379327118818395
had	819	7	73	277	72.12546938033286	268.7048391148466	1.2763931214912783
had	835	6	81	303.4691358024691	174.0497117506772	276.8131020647446	1.4660397873035893
had	839	7	74	291.31081081081084	154.23171729981937	270.6576737376054	1.4161069474940817
had	868	3	90	329.0444444444444	165.7390605884565	307.8945528448639	1.3900453004073274
had	897	1	86	308.2674418604651	102.42339167783256	294.61577119895014	1.3392610854604816
had	907	1	85	335.2352941176471	186.27773983636214	303.4816467881255	1.5102459464615339
had	913	7	74	323.3783783783784	198.07613747857212	291.6333406871878	1.5033410242359266
had	914	2	88	318.0113636363636	215.33851961575067	285.9925150624727	1.5092092261589918
had	928	7	73	317.56164383561645	298.04767451894196	279.7923111543635	1.4950828680957426
had	931	5	94	319.06382978723406	99.82391039350384	305.1717736554583	1.3464804490150912
had	964	9	73	302.6575342465753	100.19775157963073	288.57685271368786	1.355201011744245
had	968	1	84	319.75	124.51166055618177	302.51123303561724	1.3753678459411058
had	994	1	85	317.5529411764706	107.45890752619204	302.30561744625896	1.361158643329543
had	1012	3	91	313.5274725274725	123.25973846217234	294.3085580609023	1.4131985498818138
had	1025	3	93	302.7204301075269	85.2069559305074	291.110772932333	1.32807851276141
had	1031	1	83	354.7951807228916	163.7704937118945	327.0782676946739	1.4723663554229158
had	1032	3	94	306.20212765957444	117.29492098999019	288.1161842404162	1.4042765589368862
had	1047	4	87	329.4597701149425	121.72040059446391	310.74781035880477	1.3979156439390388
had,	318	8	74	350	272.19156227800755	310.06554770462805	1.5434523857866713
had,	324	8	75	327.29333333333335	128.70527544715458	307.03509324394804	1.4179869810570365
hair	97	6	83	379.1807228915663	164.78790097209236	349.24805287423106	1.4957696940881093
hair	435	5	94	304.24468085106383	94.89424630690266	290.71445763173625	1.351885131255355
hair	504	5	94	304.531914893617	95.49426623868995	291.27186220239304	1.3446309677121784
hair	651	5	94	296.5531914893617	108.61044297413673	280.70956058808656	1.3828846066430338
hair	726	5	94	317.3191489361702	100.31050854222147	303.02122716894945	1.3526378437827333
hair	812	5	93	309.61290322580646	133.11771778474414	288.91907734552007	1.4255934259604255
hair	983	5	93	295.3763440860215	103.12433546331282	279.8200103000656	1.3864538365926127
hair,	129	5	93	371.98924731182797	118.75838593947395	353.40018531685456	1.3855801652641773
hair,	249	3	90	416.0444444444444	197.0778612522353	382.98840163537255	1.4797416213618684
hair,	539	5	93	291.93548387096774	103.41398509952847	278.28917136232354	1.3464802046468223
hair.	639	5	91	310.1758241758242	107.95334315306911	293.5333006264949	1.3914732697783287
haircut	200	5	95	409.65263157894736	310.0413070770811	355.2381252076201	1.6186511884400876
haircut	207	5	91	335.9230769230769	106.50938725131026	319.9022863370511	1.372235370051138
haircut	927	5	94	336.5851063829787	123.0681609877766	317.7299197076393	1.39907583724613
haircut,	243	5	94	333.968085106383	122.30048067214554	313.7032877130267	1.4235179610886215
haircut,	413	5	94	339.74468085106383	156.8976062353093	312.8677602854988	1.4827366056498086
haircut,	707	5	94	302.3085106382979	96.14717958340728	289.3063204315655	1.340783609853254
haircut.	180	5	95	398.0421052631579	196.04569136276285	362.85114884717024	1.5201100591041077
haircut.	499	5	94	373.6595744680851	242.96353782778908	331.134861299959	1.5744866245901483
half	139	5	95	330.4421052631579	131.01548680501386	309.0832361521636	1.429873421043643
half	299	6	83	333.95180722891564	142.65752129081883	313.2211817196499	1.4079008256045982
hall	468	7	74	334.2837837837838	190.48327293407849	301.8732184558874	1.5151522355194067
hall	661	1	85	281.67058823529413	96.34046623394383	268.5405149110245	1.3501739412419078
hall	903	7	74	287.2972972972973	100.85833408419539	272.6927629775839	1.3739482511257177
Hall,	100	1	87	395.39080459770116	244.11931682006227	356.03914397674464	1.534271569485479
hand	482	3	90	299.53333333333336	96.99417334521362	285.21950827781296	1.3710585053352755
hand	687	1	83	286.2289156626506	91.24575837802328	273.49064707536456	1.347586421045042
hand	907	5	94	306.1595744680851	100.5061709111178	291.7314302750179	1.361791104197101
handed	738	5	94	312.09574468085106	95.83532798099264	298.25190664356757	1.355112542528065
handed	759	5	94	309.9574468085106	117.81550319635832	293.0142941220519	1.3782311100535491
hands	432	3	89	322.9325842696629	101.53053702668709	309.69820988509645	1.3280248420016054
hands!'	845	2	91	372.46153846153845	215.07256179626177	327.83636893688345	1.6256407141233764
handsome	346	1	85	355.4823529411765	193.0290264235325	317.57184634270703	1.5810579918693706
hang	218	6	83	331.2530120481928	245.54349092561765	295.57343543979476	1.522981717270698
happen?	1067	6	81	315.641975308642	139.44759845923983	293.5322290032666	1.4398454891640373
happy	104	2	90	403.72222222222223	200.29068918644606	364.50823166623417	1.5547017365512092
happy	532	5	93	294.5268817204301	98.28735504032457	280.86689069863564	1.352419651931006
hard	659	6	82	292.1951219512195	81.1207664001208	282.19954674691223	1.2986901446116978
hard	674	6	84	292.92857142857144	81.9457336914116	282.35346240612796	1.3121332642874175
hard	755	6	83	305.0843373493976	109.20982320009954	288.98414911121444	1.379695995865545
harsher	165	9	78	355.87179487179486	169.99513812561517	325.88554988510833	1.5062675550169164
has	38	8	76	332.0131578947368	147.99517950897837	305.90902214808864	1.484450639678781
has	111	8	74	309.93243243243245	119.72426438142539	291.8848519819382	1.402393211551738
has	155	1	87	376.02298850574715	221.96893649272002	334.7198635377951	1.5708272901844709
has	393	3	89	328.19101123595505	118.44080573745904	309.4071843990662	1.4069896063976322
has	632	10	71	300.77464788732397	96.02145551655163	286.6923582879435	1.3647430423843703
has	782	1	84	294.1190476190476	87.24683233962658	283.4580275885169	1.3052970557268964
has	871	1	85	295.38823529411764	117.51708022946393	278.75508164295655	1.383148575141971
has	961	4	88	320.125	121.35848032637207	300.73418068394204	1.4164689960368064
has	1011	5	96	377.1354166666667	145.56522284143688	353.76881335445387	1.4193263844377877
Hastened	379	7	75	344.04	125.50734230702591	321.66049424232654	1.4570168063647473
hated	22	7	74	360.18918918918916	198.53626532361446	323.5331746833448	1.5512520110966324
hateful	348	7	76	330.94736842105266	178.42943663994774	299.25740481789387	1.5268482679071178
hating	987	4	86	342.9651162790698	178.58874529286675	312.3861265204127	1.5052659702442674
have	55	5	94	317.32978723404256	161.02657152652992	290.44394191454575	1.4850593500780847
have	69	10	73	397.5068493150685	252.47508806083076	352.93317489949476	1.5736050758399478
have	102	9	78	336.05128205128204	123.80272298747802	315.40870461391586	1.4276993478540112
have	125	2	92	305.2608695652174	98.92008869025692	291.26579154167575	1.353582416951797
have	153	10	73	327.1095890410959	113.89561030023104	310.4458603341949	1.3740275517217477
have	195	4	87	356.8045977011494	186.58365784270646	323.50694578872026	1.5192603630280086
have	216	6	84	335.32142857142856	273.3247400276594	297.30611077198273	1.521023089272356
have	217	5	94	307.1170212765957	97.12632904203855	292.7554140934591	1.365765309485699
have	242	7	74	310.7972972972973	115.26134446049944	294.68306179873474	1.3700419360888387
have	265	8	75	348.9066666666667	160.81306701422776	318.75421532094134	1.5166462104881642
have	323	8	75	308.88	106.56541703624168	293.40868454204997	1.3727009399195882
have	355	9	77	329.7402597402597	119.36348760662055	312.0569526101697	1.3833097281380367
have	433	9	75	338.72	139.7585330760436	318.1281303074071	1.4024924083579084
have	479	2	92	295.20652173913044	127.60718726903202	276.0242918279022	1.4142215687418704
have	506	6	82	306.9512195121951	109.3905566645646	291.5335191834185	1.3669698906167855
have	506	7	75	299.3333333333333	111.07707737025278	281.54238136625463	1.4135452633592436
have	533	8	71	305	111.76454842978737	286.31808211897624	1.4277994958983578
have	549	4	87	360.17241379310343	196.0988838657889	327.81389446074047	1.4967173295979277
have	563	4	87	303.0574712643678	97.28803510672057	289.44728464031306	1.3501575738927534
have	571	8	72	323.7361111111111	167.7676119975717	296.7540181648403	1.4795590205574454
have	599	10	71	345.3098591549296	280.6340571710169	309.82225789328777	1.4731218395656216
have	676	8	72	324.3333333333333	150.50272563158188	300.50136993804426	1.451541374829368
have	689	1	83	285.0120481927711	96.40861893155785	272.0194243329164	1.345180609017133
have	794	10	69	317.7971014492754	113.92187463734355	299.72550882021653	1.4052504950190758
have	801	6	81	308.51851851851853	104.65671396416847	293.89642556568515	1.3570653202937366
have	836	1	84	289.39285714285717	107.36246655825919	275.08086846438744	1.3537974440231668
have	885	10	71	301.67605633802816	119.03130136323534	283.49970716344126	1.4067903513224582
have	890	10	70	294.0571428571429	126.58466671280091	275.4176940059781	1.412445684134373
have	898	10	70	423.4428571428571	276.5465935904852	357.4708820740864	1.7522372943449533
have	915	9	74	314.1081081081081	116.61158658186088	295.75468836150844	1.407927677477648
have	939	9	76	308.69736842105266	118.19780254436117	290.2596456322314	1.4096816260472338
have	980	9	75	293.61333333333334	110.9853768470147	278.01273690977825	1.3740746018121313
have	982	5	94	291.3829787234043	106.13595525307817	276.34170301989695	1.369512594595317
have	991	3	91	311.1758241758242	117.92950751346646	293.98299041785685	1.3870014838724993
have	1002	6	79	298.1518987341772	106.30062457394183	282.7288101199408	1.3727972302928557
have.	27	5	95	374.63157894736844	276.6147967854791	329.2722563734873	1.5891442273842318
haven't	629	6	82	365.0487804878049	156.40750056522972	341.71676661449425	1.4182331648122974
having	718	6	83	283.73493975903614	91.46918504669254	271.7363140005595	1.330195130017266
having	997	4	88	338.54545454545456	125.0353429658815	318.62496072432214	1.4115859833885684
hawk	78	4	88	356.25	145.51448559247075	330.1784475127556	1.4760792118143662
